ItemId,FateId
32958,1156
32958,1157
32958,1158
32958,1159
32958,1160
32958,1161
32958,1162
32958,1163
32958,1164
32958,1165
32958,1166
32958,1167
32958,1168
32958,1170
32958,1171
17858,1172
32958,1172
32957,1173
32957,1174
32957,1175
32957,1176
32957,1177
32957,1178
32957,1179
32957,1180
32957,1181
32957,1182
32957,1184
32957,1185
32957,1186
32957,1187
32957,1188
32957,1189
32957,1190
32957,1191
32957,1193
20559,1194
32957,1194
32957,1195
32957,1196
32957,1197
32957,1198
32957,1199
32957,1200
32957,1201
32957,1202
32957,1203
32957,1204
32957,1205
32957,1207
32958,1208
32958,1209
32958,1210
32958,1211
32958,1212
32958,1213
32958,1214
32958,1215
32958,1216
32958,1217
32958,1218
32958,1219
32958,1220
32958,1221
32958,1222
32958,1223
32958,1224
32958,1225
32958,1226
32958,1227
32958,1228
32958,1229
32958,1230
32958,1231
32958,1232
32958,1233
32958,1234
32958,1235
32958,1236
32958,1237
20523,1238
32958,1238
32958,1239
32958,1240
32958,1241
32958,1242
32958,1243
32958,1244
32958,1245
32958,1246
32958,1247
32958,1248
32958,1249
32958,1250
32958,1251
32958,1252
32958,1253
32958,1254
32958,1255
32958,1256
32958,1257
32958,1258
32958,1259
32958,1260
32958,1261
32958,1262
32958,1263
32958,1264
32958,1265
32958,1266
20245,1267
32958,1267
32958,1268
32958,1269
32958,1270
32958,1271
32957,1272
32957,1273
32957,1274
32957,1275
32957,1276
20246,1277
32957,1277
32957,1278
32957,1279
32957,1280
32957,1281
32957,1282
32957,1283
32957,1284
32957,1285
32957,1286
32957,1287
32957,1288
32957,1289
32957,1290
32957,1291
32957,1292
32957,1293
32957,1294
32957,1295
32957,1296
32957,1297
32957,1298
32957,1299
32957,1300
32957,1301
32957,1302
32957,1303
32957,1304
32957,1305
32958,1306
32958,1307
32958,1308
32958,1309
32958,1310
32958,1311
32958,1312
32958,1313
32958,1315
32958,1316
32958,1318
32958,1319
17986,1320
32958,1320
21803,1328
22360,1328
22508,1328
21802,1329
21803,1329
21852,1329
22508,1329
23912,1329
21803,1331
22508,1331
21803,1332
22508,1332
21803,1333
22508,1333
21803,1334
22508,1334
21803,1335
22508,1335
21803,1336
22508,1336
21803,1337
22508,1337
21803,1338
22508,1338
21803,1339
22358,1339
22508,1339
21803,1340
22508,1340
21803,1341
22508,1341
21803,1342
22359,1342
22508,1342
21803,1343
22508,1343
21803,1344
22508,1344
21803,1345
22508,1345
21803,1346
22508,1346
21803,1347
22508,1347
21803,1348
22508,1348
22976,1351
23046,1351
23142,1351
22976,1352
23142,1352
22976,1353
23142,1353
22976,1354
23142,1354
22976,1355
23142,1355
22976,1356
23142,1356
22976,1357
23142,1357
22976,1358
23142,1358
22976,1359
23142,1359
22976,1360
23142,1360
22976,1361
23142,1361
22976,1362
23142,1362
23342,1362
22976,1363
23142,1363
22975,1364
22976,1364
23050,1364
23142,1364
22973,1365
22976,1365
23142,1365
22974,1366
22976,1366
23142,1366
23049,1367
23142,1367
23213,1367
23214,1367
23215,1367
23217,1367
23049,1368
23142,1368
23213,1368
23214,1368
23215,1368
23217,1368
22976,1369
23142,1369
24009,1388
24124,1388
24141,1388
24124,1389
24141,1389
24014,1390
24124,1390
24141,1390
24009,1391
24124,1391
24141,1391
24011,1392
24124,1392
24141,1392
24014,1393
24124,1393
24141,1393
24124,1394
24141,1394
24124,1395
24141,1395
24124,1396
24141,1396
24124,1397
24141,1397
24124,1398
24141,1398
24285,1398
24124,1399
24141,1399
24124,1400
24141,1400
24011,1401
24124,1401
24141,1401
24124,1402
24141,1402
24286,1402
24124,1403
24141,1403
24287,1403
23913,1404
24123,1404
24124,1404
24141,1404
23049,1407
24141,1407
23049,1408
24141,1408
25007,1409
24807,1412
24809,1412
24848,1412
24905,1412
24807,1413
24809,1413
24848,1413
24905,1413
24807,1414
24817,1414
24848,1414
24905,1414
24807,1415
24848,1415
24905,1415
24807,1416
24809,1416
24848,1416
24905,1416
24807,1417
24848,1417
24905,1417
24807,1418
24818,1418
24848,1418
24870,1418
24905,1418
24807,1419
24848,1419
24905,1419
24807,1420
24848,1420
24905,1420
24807,1421
24819,1421
24848,1421
24905,1421
24807,1422
24848,1422
24806,1423
24807,1423
24848,1423
24873,1423
24807,1424
24809,1424
24848,1424
23049,1425
24820,1425
24848,1425
24858,1425
24904,1425
24998,1425
26807,1426
26807,1427
26807,1428
26807,1429
26807,1430
26807,1431
26807,1432
27972,1432
26807,1433
26807,1434
26807,1435
26807,1436
26807,1437
26807,1438
26807,1439
26807,1440
26807,1441
26807,1442
26807,1443
26807,1444
26807,1445
26807,1451
26807,1452
26807,1453
26807,1454
26807,1455
26807,1456
26807,1457
26807,1458
26807,1459
26807,1460
26807,1461
26807,1462
26807,1463
26807,1464
27973,1464
26807,1469
26807,1470
26807,1471
26807,1472
26807,1473
26807,1474
26807,1475
26807,1476
26807,1477
26807,1478
26807,1479
26807,1480
26807,1482
26807,1484
26807,1485
26807,1486
26807,1487
26807,1488
26807,1489
26807,1490
26807,1491
26807,1492
26807,1493
26807,1494
26807,1495
26807,1496
26807,1497
26807,1498
26807,1499
26807,1500
26807,1501
26807,1502
26807,1503
26807,1504
26807,1505
26807,1506
26807,1507
26807,1508
26807,1509
26807,1510
26807,1511
26807,1512
26807,1513
26807,1514
26807,1515
26807,1516
26807,1517
26807,1518
26807,1519
26807,1520
26807,1521
26807,1522
26807,1523
26807,1524
26807,1525
26807,1526
26807,1527
29983,1594
29983,1595
31351,1597
31357,1597
31573,1597
30349,1598
31351,1598
31357,1598
31573,1598
30344,1599
31351,1599
31357,1599
31573,1599
31351,1600
31357,1600
31573,1600
32201,1600
30342,1601
31351,1601
31357,1601
31573,1601
30346,1602
31351,1602
31357,1602
31573,1602
31351,1603
31357,1603
31573,1603
30343,1604
31351,1604
31357,1604
31573,1604
30345,1605
31351,1605
31357,1605
31573,1605
30356,1606
31351,1606
31357,1606
31573,1606
30350,1607
31351,1607
31357,1607
31574,1607
31351,1608
31357,1608
31574,1608
30351,1609
31351,1609
31357,1609
31574,1609
31351,1610
31357,1610
31574,1610
31351,1611
31357,1611
31574,1611
30353,1612
31351,1612
31357,1612
31574,1612
30356,1613
31351,1613
31357,1613
31574,1613
30347,1614
31351,1614
31357,1614
31574,1614
31351,1615
31357,1615
31574,1615
30348,1616
31351,1616
31357,1616
31574,1616
30351,1617
31351,1617
31357,1617
31575,1617
31351,1618
31357,1618
31575,1618
31351,1619
31357,1619
31575,1619
31351,1620
31357,1620
31575,1620
30355,1621
31351,1621
31357,1621
31575,1621
32201,1621
31351,1622
31357,1622
31575,1622
30346,1623
31351,1623
31357,1623
31575,1623
32201,1623
31351,1624
31357,1624
31575,1624
30356,1625
31351,1625
31357,1625
31575,1625
30352,1626
31351,1626
31357,1626
30345,1627
31351,1627
31357,1627
31575,1627
30344,1628
31351,1628
31357,1628
31575,1628
33441,1712
33441,1713
33441,1714
33441,1715
33441,1716
33797,1717
33798,1717
33757,1718
33797,1718
33800,1718
33797,1719
33804,1719
33757,1720
33797,1720
33797,1721
33768,1722
33797,1722
33768,1723
33797,1723
33797,1724
33809,1724
33797,1725
33807,1725
33797,1726
33797,1727
33805,1727
33797,1728
33801,1728
33797,1729
33797,1730
33810,1730
33797,1731
33803,1731
33797,1732
33799,1732
33797,1733
33798,1733
33797,1734
33797,1735
33808,1735
33797,1736
33806,1736
33797,1737
33799,1737
33797,1738
33797,1739
33810,1739
33797,1740
33802,1740
33797,1741
33803,1741
33775,1742
33797,1742
26807,1763
36634,1763
26807,1764
26807,1765
26807,1766
26807,1767
26807,1768
26807,1769
26807,1770
26807,1771
26807,1772
26807,1773
26807,1774
26807,1775
26807,1776
26807,1777
26807,1778
26807,1779
26807,1783
26807,1784
26807,1785
26807,1786
26807,1787
26807,1788
26807,1789
26807,1790
26807,1791
26807,1792
26807,1793
26807,1794
26807,1795
26807,1796
26807,1797
26807,1798
26807,1803
26807,1804
26807,1805
26807,1806
26807,1807
26807,1808
26807,1809
26807,1810
26807,1811
26807,1812
26807,1813
26807,1814
26807,1815
26807,1816
26807,1817
26807,1823
26807,1824
26807,1825
26807,1826
26807,1827
26807,1828
26807,1829
26807,1830
26807,1831
26807,1832
26807,1833
26807,1834
26807,1835
26807,1836
26807,1838
26807,1843
26807,1844
26807,1845
26807,1846
26807,1847
26807,1848
26807,1849
26807,1850
26807,1851
26807,1852
26807,1853
26807,1854
26807,1855
36633,1855
36811,1856
38948,1857
41803,1871
41804,1922
47748,1943
47748,1944
47748,1946
47748,1950
47748,1953
47748,1956
