RowId,ItemId,ChestId,Min,Max,Probability
811,31564,86,1,1,16.86
812,31562,86,1,1,17.15
813,31568,86,1,1,16.55
814,31556,86,1,1,17.08
815,31570,86,1,1,15.81
816,31558,86,1,1,16.55
817,6173,87,1,1,100
818,31559,87,1,1,16.4
819,31565,87,1,1,16.21
820,31571,87,1,1,17.42
821,31563,88,1,1,16.34
822,31567,88,1,1,15.93
823,31569,88,1,1,17.25
824,31555,88,1,1,17.2
825,31557,88,1,1,16.34
826,31561,88,1,1,16.94
827,31562,89,1,1,16.43
828,31556,89,1,1,16.26
829,31558,89,1,1,16.7
830,31568,89,1,1,18.21
831,31564,89,1,1,16.04
832,31570,89,1,1,16.37
833,1798,90,1,1,8.07
834,1869,90,1,1,8.5
835,1730,90,1,1,7.89
836,2042,90,1,1,8.78
837,1939,90,1,1,8.48
838,38477,90,1,1,8.73
839,10563,90,1,1,8.03
840,10501,90,1,1,8.12
841,9219,90,1,1,8.96
842,10439,90,1,1,7.59
843,44107,90,1,1,8.91
844,2187,90,1,1,7.94
845,6276,91,1,1,8.35
846,3900,91,1,1,13.68
847,6271,91,1,1,8.04
848,3898,91,1,1,13.25
849,6273,91,1,1,6.79
850,6272,91,1,1,8.47
851,2188,91,1,1,7.85
852,3901,91,1,1,11.51
853,10413,91,1,1,7.69
854,10475,91,1,1,7.76
855,6275,91,1,1,8.07
856,10537,91,1,1,7.88
857,6278,91,1,1,6.45
858,9220,91,1,1,8.19
859,6274,91,1,1,7.11
860,3902,91,1,1,12.6
861,38714,91,1,1,7.35
862,3675,92,1,1,16.38
863,3673,92,1,1,16.41
864,2866,92,1,1,11.93
865,2869,92,1,1,13.32
866,3674,92,1,1,17.55
867,2868,92,1,1,11.52
868,2867,92,1,1,12.89
869,3452,93,1,1,12.4
870,3169,93,1,1,9.67
871,3449,93,1,1,13.33
872,3450,93,1,1,12.31
873,3198,93,1,1,9.79
874,3451,93,1,1,12.05
875,3197,93,1,1,10.14
876,3199,93,1,1,9.93
877,3200,93,1,1,10.38
878,3902,94,1,1,16.15
879,1636,94,1,1,62.95
880,3900,94,1,1,18.05
881,3901,94,1,1,15.2
882,3898,94,1,1,18.05
883,2869,95,1,1,14.91
884,3674,95,1,1,16.73
885,3675,95,1,1,15.27
886,3673,95,1,1,14.18
887,2867,95,1,1,15.64
888,2866,95,1,1,11.64
889,2868,95,1,1,11.64
890,3169,96,1,1,9.75
891,3451,96,1,1,12.31
892,3199,96,1,1,9.55
893,3450,96,1,1,11.81
894,3452,96,1,1,13.11
895,3449,96,1,1,12.31
896,3200,96,1,1,10.26
897,3197,96,1,1,10.31
898,3198,96,1,1,10.61
899,6278,97,1,1,8.08
900,31672,97,1,1,25.14
901,38714,97,1,1,7.26
902,6203,97,1,1,25.76
903,6274,97,1,1,7.49
904,6272,97,1,1,7.61
905,10413,97,1,1,7.49
906,2188,97,1,1,8.35
907,6276,97,1,1,8.98
908,10537,97,1,1,7.73
909,10475,97,1,1,7.22
910,9220,97,1,1,7.85
911,6273,97,1,1,7.18
912,6275,97,1,1,7.38
913,6271,97,1,1,7.38
914,3901,98,1,1,16.02
915,6205,98,1,1,100
916,3900,98,1,1,8.23
917,3898,98,1,1,14.29
918,3902,98,1,1,15.58
919,3674,99,1,1,16.29
920,3673,99,1,1,17.41
921,2868,99,1,1,12.1
922,3675,99,1,1,16.05
923,2867,99,1,1,12.04
924,2866,99,1,1,12.95
925,2869,99,1,1,13.16
926,2868,100,1,1,19.23
927,2866,100,1,1,19.23
928,3674,100,1,1,26.92
929,2869,100,1,1,15.38
930,3673,100,1,1,7.69
931,2867,100,1,1,3.85
932,3675,100,1,1,7.69
