Identifier,BlockedTiles,Present,Sword,Sword3x2,ConfirmedFoxes
A↓,0 9 22 25 27,6,4,False,1 2 18 26
A↓,0 9 22 25 27,14,4,False,1 2 18 26
B←,8 12 15 23 26,0,18,False,14 17 22 33
B←,8 12 15 23 26,4,18,False,14 17 22 33
B←,8 12 15 23 26,28,18,False,7 9 20 21
B←,8 12 15 23 26,10,18,False,7 9 20 21
B←,8 12 15 23 26,28,3,True,14 17 22 33
B←,8 12 15 23 26,18,3,True,14 17 22 33
B←,8 12 15 23 26,21,3,True,2 19 24 31
B←,8 12 15 23 26,0,3,True,2 19 24 31
B←,8 12 15 23 26,0,4,False,2 19 24 31
B←,8 12 15 23 26,28,4,False,2 19 24 31
B←,8 12 15 23 26,24,27,True,7 9 20 21
B←,8 12 15 23 26,4,27,True,7 9 20 21
B←,8 12 15 23 26,13,27,True,0 5 18 32
B←,8 12 15 23 26,3,27,True,0 5 18 32
B←,8 12 15 23 26,24,21,False,0 5 18 32
B←,8 12 15 23 26,10,21,False,0 5 18 32
B,3 13 16 21 32,4,0,True,15 18 26 33
B,3 13 16 21 32,28,0,True,15 18 26 33
B,3 13 16 21 32,24,0,True,10 14 20 22
B,3 13 16 21 32,27,0,True,10 14 20 22
B,3 13 16 21 32,24,22,False,15 18 26 33
B,3 13 16 21 32,1,22,False,15 18 26 33
B,3 13 16 21 32,19,22,False,1 6 8 17
B,3 13 16 21 32,4,22,False,1 6 8 17
B,3 13 16 21 32,4,27,True,1 6 8 17
B,3 13 16 21 32,24,27,True,1 6 8 17
B,3 13 16 21 32,0,18,False,10 14 20 22
B,3 13 16 21 32,28,18,False,10 14 20 22
B,3 13 16 21 32,8,18,False,2 5 12 35
B,3 13 16 21 32,22,18,False,2 5 12 35
B,3 13 16 21 32,0,18,True,2 5 12 35
B,3 13 16 21 32,27,18,True,2 5 12 35
B→,9 12 20 23 27,28,4,False,2 13 18 21
B→,9 12 20 23 27,24,4,False,2 13 18 21
B→,9 12 20 23 27,0,4,False,14 15 26 28
B→,9 12 20 23 27,18,4,False,14 15 26 28
B→,9 12 20 23 27,0,24,True,2 13 18 21
B→,9 12 20 23 27,10,24,True,2 13 18 21
B→,9 12 20 23 27,7,24,True,4 11 16 33
B→,9 12 20 23 27,28,24,True,4 11 16 33
B→,9 12 20 23 27,28,18,False,4 11 16 33
B→,9 12 20 23 27,0,18,False,4 11 16 33
B→,9 12 20 23 27,4,0,True,14 15 26 28
B→,9 12 20 23 27,24,0,True,14 15 26 28
B→,9 12 20 23 27,15,0,True,3 17 30 35
B→,9 12 20 23 27,25,0,True,3 17 30 35
B→,9 12 20 23 27,4,1,False,3 17 30 35
B→,9 12 20 23 27,18,1,False,3 17 30 35
B↓,3 14 19 22 32,24,27,True,2 9 17 20
B↓,3 14 19 22 32,0,27,True,2 9 17 20
B↓,3 14 19 22 32,4,27,True,13 15 21 25
B↓,3 14 19 22 32,1,27,True,13 15 21 25
B↓,3 14 19 22 32,4,0,False,2 9 17 20
B↓,3 14 19 22 32,27,0,False,2 9 17 20
B↓,3 14 19 22 32,9,0,False,18 27 29 34
B↓,3 14 19 22 32,24,0,False,18 27 29 34
B↓,3 14 19 22 32,24,0,True,18 27 29 34
B↓,3 14 19 22 32,4,0,True,18 27 29 34
B↓,3 14 19 22 32,28,4,False,13 15 21 25
B↓,3 14 19 22 32,0,4,False,13 15 21 25
B↓,3 14 19 22 32,20,4,False,0 23 30 33
B↓,3 14 19 22 32,6,4,False,0 23 30 33
B↓,3 14 19 22 32,28,9,True,0 23 30 33
B↓,3 14 19 22 32,1,9,True,0 23 30 33
C←,6 14 17 25 28,26,1,True,15 16 29 30
C←,6 14 17 25 28,4,1,True,15 16 29 30
C←,6 14 17 25 28,26,2,True,5 11 19 34
C←,6 14 17 25 28,15,2,True,5 11 19 34
C←,6 14 17 25 28,12,3,True,2 7 22 31
C←,6 14 17 25 28,20,3,True,2 7 22 31
C←,6 14 17 25 28,15,3,True,0 20 24 35
C←,6 14 17 25 28,26,3,True,0 20 24 35
C←,6 14 17 25 28,12,3,False,2 7 22 31
C←,6 14 17 25 28,26,3,False,2 7 22 31
C←,6 14 17 25 28,20,3,False,5 11 19 34
C←,6 14 17 25 28,1,3,False,5 11 19 34
C←,6 14 17 25 28,12,9,False,0 20 24 35
C←,6 14 17 25 28,1,9,False,0 20 24 35
C←,6 14 17 25 28,12,20,False,15 16 29 30
C,4 7 15 25 33,12,10,False,0 21 27 31
C,4 7 15 25 33,28,10,False,0 21 27 31
C,4 7 15 25 33,12,16,False,8 24 34 35
C,4 7 15 25 33,20,16,False,8 24 34 35
C,4 7 15 25 33,2,22,False,6 10 17 26
C,4 7 15 25 33,13,22,False,6 10 17 26
C,4 7 15 25 33,20,22,False,1 5 14 30
C,4 7 15 25 33,12,22,False,1 5 14 30
C,4 7 15 25 33,2,21,True,6 10 17 26
C,4 7 15 25 33,12,21,True,6 10 17 26
C,4 7 15 25 33,13,21,True,8 24 34 35
C,4 7 15 25 33,10,21,True,8 24 34 35
C,4 7 15 25 33,2,20,True,1 5 14 30
C,4 7 15 25 33,10,20,True,1 5 14 30
C,4 7 15 25 33,2,12,True,0 21 27 31
C→,7 10 18 21 29,2,26,True,5 6 19 20
C→,7 10 18 21 29,24,26,True,5 6 19 20
C→,7 10 18 21 29,2,25,True,1 16 24 30
C→,7 10 18 21 29,13,25,True,1 16 24 30
C→,7 10 18 21 29,16,24,True,4 13 28 33
C→,7 10 18 21 29,8,24,True,4 13 28 33
C→,7 10 18 21 29,13,24,True,0 11 15 35
C→,7 10 18 21 29,2,24,True,0 11 15 35
C→,7 10 18 21 29,16,19,False,4 13 28 33
C→,7 10 18 21 29,2,19,False,4 13 28 33
C→,7 10 18 21 29,8,19,False,1 16 24 30
C→,7 10 18 21 29,27,19,False,1 16 24 30
C→,7 10 18 21 29,16,13,False,0 11 15 35
C→,7 10 18 21 29,27,13,False,0 11 15 35
C→,7 10 18 21 29,16,2,False,5 6 19 20
C↓,2 10 20 28 31,16,12,False,4 8 14 35
C↓,2 10 20 28 31,0,12,False,4 8 14 35
C↓,2 10 20 28 31,16,6,False,0 1 11 27
C↓,2 10 20 28 31,8,6,False,0 1 11 27
C↓,2 10 20 28 31,26,0,False,9 18 25 29
C↓,2 10 20 28 31,15,0,False,9 18 25 29
C↓,2 10 20 28 31,8,0,False,5 21 30 34
C↓,2 10 20 28 31,16,0,False,5 21 30 34
C↓,2 10 20 28 31,26,6,True,9 18 25 29
C↓,2 10 20 28 31,16,6,True,9 18 25 29
C↓,2 10 20 28 31,15,6,True,0 1 11 27
C↓,2 10 20 28 31,18,6,True,0 1 11 27
C↓,2 10 20 28 31,26,7,True,5 21 30 34
C↓,2 10 20 28 31,18,7,True,5 21 30 34
C↓,2 10 20 28 31,26,15,True,4 8 14 35
D←,8 16 23 25 33,14,6,False,1 11 29 34
D←,8 16 23 25 33,21,6,False,1 11 29 34
D←,8 16 23 25 33,3,0,False,5 14 15 30
D←,8 16 23 25 33,28,0,False,5 14 15 30
D←,8 16 23 25 33,0,12,True,2 22 24 26
D←,8 16 23 25 33,28,12,True,2 22 24 26
D←,8 16 23 25 33,4,13,True,3 12 17 18
D←,8 16 23 25 33,28,13,True,3 12 17 18
D←,8 16 23 25 33,12,3,True,2 22 24 26
D←,8 16 23 25 33,0,3,True,2 22 24 26
D←,8 16 23 25 33,12,20,True,5 14 15 30
D←,8 16 23 25 33,3,20,True,5 14 15 30
D←,8 16 23 25 33,12,14,False,1 11 29 34
D←,8 16 23 25 33,3,14,False,1 11 29 34
D←,8 16 23 25 33,0,14,False,3 12 17 18
D←,8 16 23 25 33,4,14,False,3 12 17 18
D,7 16 18 27 32,14,2,True,11 24 31 34
D,7 16 18 27 32,19,2,True,11 24 31 34
D,7 16 18 27 32,22,3,True,0 15 21 35
D,7 16 18 27 32,24,3,True,0 15 21 35
D,7 16 18 27 32,4,2,False,1 13 17 26
D,7 16 18 27 32,24,2,False,1 13 17 26
D,7 16 18 27 32,28,8,False,2 3 23 33
D,7 16 18 27 32,24,8,False,2 3 23 33
D,7 16 18 27 32,2,22,False,1 13 17 26
D,7 16 18 27 32,4,22,False,1 13 17 26
D,7 16 18 27 32,2,13,False,0 15 21 35
D,7 16 18 27 32,22,13,False,0 15 21 35
D,7 16 18 27 32,2,13,True,11 24 31 34
D,7 16 18 27 32,22,13,True,11 24 31 34
D,7 16 18 27 32,4,13,True,2 3 23 33
D,7 16 18 27 32,28,13,True,2 3 23 33
D→,2 10 12 19 27,14,16,False,1 6 24 34
D→,2 10 12 19 27,7,16,False,1 6 24 34
D→,2 10 12 19 27,25,22,False,5 20 21 30
D→,2 10 12 19 27,0,22,False,5 20 21 30
D→,2 10 12 19 27,28,15,True,9 11 13 33
D→,2 10 12 19 27,0,15,True,9 11 13 33
D→,2 10 12 19 27,24,14,True,17 18 23 32
D→,2 10 12 19 27,0,14,True,17 18 23 32
D→,2 10 12 19 27,16,24,True,9 11 13 33
D→,2 10 12 19 27,28,24,True,9 11 13 33
D→,2 10 12 19 27,16,7,True,5 20 21 30
D→,2 10 12 19 27,25,7,True,5 20 21 30
D→,2 10 12 19 27,16,8,False,1 6 24 34
D→,2 10 12 19 27,25,8,False,1 6 24 34
D→,2 10 12 19 27,28,8,False,17 18 23 32
D→,2 10 12 19 27,24,8,False,17 18 23 32
D↓,3 8 17 19 28,14,25,True,1 4 11 24
D↓,3 8 17 19 28,9,25,True,1 4 11 24
D↓,3 8 17 19 28,6,24,True,0 14 20 35
D↓,3 8 17 19 28,4,24,True,0 14 20 35
D↓,3 8 17 19 28,24,20,False,9 18 22 34
D↓,3 8 17 19 28,4,20,False,9 18 22 34
D↓,3 8 17 19 28,0,14,False,2 12 32 33
D↓,3 8 17 19 28,4,14,False,2 12 32 33
D↓,3 8 17 19 28,26,0,False,9 18 22 34
D↓,3 8 17 19 28,24,0,False,9 18 22 34
D↓,3 8 17 19 28,26,9,False,0 14 20 35
D↓,3 8 17 19 28,6,9,False,0 14 20 35
D↓,3 8 17 19 28,26,14,True,1 4 11 24
D↓,3 8 17 19 28,6,14,True,1 4 11 24
D↓,3 8 17 19 28,24,14,True,2 12 32 33
D↓,3 8 17 19 28,0,14,True,2 12 32 33
