ItemId,QuestId,Quantity,IsHq
27245,68767,1,True
27247,68768,1,True
27253,68770,1,True
27255,68771,1,True
26756,68773,1,False
26757,68774,1,False
26750,68776,1,False
26751,68777,1,False
27993,69200,4,False
10332,69202,1,False
5768,69264,2,False
30273,69381,4,False
31137,69432,1,False
31139,69433,1,False
31141,69434,1,False
31143,69435,1,True
31145,69436,1,True
31147,69438,3,False
31149,69439,2,False
31151,69440,4,False
31153,69442,3,False
31155,69443,2,False
31157,69444,3,False
31159,69446,3,False
31161,69447,1,True
31163,69449,3,False
31165,69450,2,False
31167,69451,1,True
31169,69453,3,False
31171,69454,1,True
31173,69456,3,False
31175,69457,1,True
31177,69460,1,True
31179,69461,3,False
31181,69463,1,True
31183,69464,3,False
30886,69480,1,False
31573,69506,20,False
31574,69506,20,False
31575,69506,20,False
31576,69507,6,False
32201,69565,3,False
32956,69574,15,False
32957,69575,18,False
32958,69575,18,False
32959,69576,15,False
33757,69633,30,False
33758,69633,30,False
33759,69634,30,False
33760,69634,30,False
33763,69635,30,False
33764,69635,30,False
33767,69637,15,False
35836,69672,1,True
35838,69674,1,True
35840,69679,1,True
35842,69681,1,True
35844,69686,1,True
35846,69688,1,True
35847,69693,1,False
35848,69695,1,False
35849,69700,1,False
35850,69702,1,False
35832,70056,1,False
38420,70188,3,False
38420,70189,3,False
38843,70217,3,False
38845,70218,2,False
38847,70219,2,False
38849,70220,1,True
38851,70221,1,True
38853,70223,3,False
38855,70224,2,False
38857,70225,4,False
38859,70227,3,False
38861,70228,2,False
38863,70229,3,False
38865,70231,3,False
38867,70232,1,True
38869,70234,4,False
38871,70235,1,True
38873,70237,3,False
38875,70238,1,True
38877,70239,2,False
38879,70241,2,False
38881,70242,1,True
38883,70244,3,False
38885,70246,1,True
38887,70248,3,False
38889,70249,1,True
38940,70261,3,False
38940,70262,3,False
40322,70307,3,False
40322,70308,3,False
41032,70342,3,False
41032,70343,3,False
43907,70508,1,True
43908,70510,1,True
43909,70515,1,True
43910,70517,1,True
43911,70522,1,True
43912,70524,1,True
48008,70853,1,False
47750,70856,3,False
46198,70866,3,False
46200,70867,1,False
46202,70868,1,False
46204,70869,1,True
46206,70870,1,True
46208,70872,3,False
46210,70873,2,False
46212,70874,3,False
46214,70876,3,False
46216,70877,3,False
46218,70878,3,False
46220,70880,1,True
46222,70881,4,False
46224,70883,2,False
46226,70884,1,True
46228,70886,1,True
46230,70888,3,False
46232,70889,4,False
46234,70891,2,False
46236,70893,3,False
46238,70895,1,True
46240,70897,4,False
46242,70898,1,True
46852,70916,1,False
46854,70916,1,False
46855,70916,1,False
46856,70916,1,False
46857,70916,1,False
46850,70918,3,False
